"ad_date","source","campaign_name","adset_name","utm_campaign","total_spend","total_clicks","total_impressions","total_reach","total_leads","total_value"
2021-10-11,Facebook,Lookalike,Trending new,тренд,20140,606,44612,66008,10,32833
2021-10-11,Facebook,Wholesale,Clean,cheap,4268,35,11549,12283,1,6725
2021-10-11,Facebook,Wholesale,Wide,cheap,651,8,1214,1180,0,744
2021-10-11,Google,Crazy discounts,Improvement,,2537,31,7760,6837,3,3341
2021-10-11,Google,Wholesale,Clean,cheap,2526,61,10479,3721,1,2332
2021-10-11,Google,Wholesale,Interests,hobby,3002,25,4751,1056,2,2119
2021-10-12,Facebook,Crazy discounts,Improvement,,1218,108,8176,6932,0,1372
2021-10-12,Facebook,Electronics,Narrow,discounts,21100,346,41471,60076,1,26406
2021-10-12,Facebook,Lookalike,Broad new,you_might_like,712,5,2467,3934,0,858
2021-10-12,Facebook,Lookalike,Trending new,тренд,7843,496,39513,34995,2,10420
2021-10-12,Facebook,Lookalike,Broad,you_might_like,5799,67,17145,22838,1,6769
2021-10-12,Facebook,Wholesale,Interests,hobby,3738,11,5299,3463,1,4090
2021-10-12,Facebook,Wholesale,Wide,cheap,1270,26,2064,2217,1,2156
2021-10-12,Facebook,Wholesale,Clean,cheap,5506,44,9000,8210,2,4797
2021-10-12,Google,Crazy discounts,Improvement,,1252,19,5415,4971,1,1172
2021-10-12,Google,Electronics,Narrow,discounts,8136,69,10801,9346,5,7399
2021-10-12,Google,Wholesale,Wide,cheap,1427,22,2768,1196,1,1864
2021-10-12,Google,Wholesale,Clean,cheap,4859,21,4880,4656,3,5106
2021-10-12,Google,Wholesale,Interests,hobby,1205,12,1391,4317,1,1373
2021-10-13,Facebook,Crazy discounts,Improvement,,1521,24,3867,1805,0,2415
2021-10-13,Facebook,Electronics,Narrow,discounts,16800,244,26134,21614,8,27915
2021-10-13,Facebook,Lookalike,Trending new,тренд,23172,1247,37279,64006,12,38578
2021-10-13,Facebook,Lookalike,Broad new,you_might_like,2548,8,1683,1289,2,3286
2021-10-13,Facebook,Lookalike,Broad,you_might_like,9000,134,7360,17054,9,9812
2021-10-13,Facebook,Wholesale,Clean,cheap,7188,56,6488,6796,1,8131
2021-10-13,Facebook,Wholesale,Interests,hobby,1868,28,2283,4865,1,3052
2021-10-13,Facebook,Wholesale,Wide,cheap,1898,8,2347,2216,1,1974
2021-10-13,Google,Electronics,Narrow,discounts,4294,89,16593,17753,2,5311
2021-10-13,Google,Wholesale,Interests,hobby,1966,6,844,2393,1,2799
2021-10-13,Google,Wholesale,Wide,cheap,1755,3,668,438,1,1153
2021-10-14,Facebook,Brand,Spotlight,бренд,20,0,123,144,0,26
2021-10-14,Facebook,Crazy discounts,Improvement,,1544,34,2705,1722,0,1384
2021-10-14,Facebook,Electronics,Narrow,discounts,17863,216,35283,22041,8,19666
2021-10-14,Facebook,Lookalike,Broad new,you_might_like,720,37,1542,1439,1,669
2021-10-14,Facebook,Lookalike,Trending new,тренд,7382,793,10779,69637,8,11401
2021-10-14,Facebook,Lookalike,Broad,you_might_like,12131,347,20855,37779,7,20579
2021-10-14,Facebook,Wholesale,Wide,cheap,2228,7,2727,1858,1,2251
2021-10-14,Facebook,Wholesale,Interests,hobby,1380,33,4933,4252,0,2343
2021-10-14,Facebook,Wholesale,Clean,cheap,6025,30,9730,3561,2,5994
2021-10-14,Google,Crazy discounts,Improvement,,279,20,3344,3436,0,239
2021-10-14,Google,Electronics,Narrow,discounts,3491,139,63367,21088,6,3545
2021-10-14,Google,Wholesale,Clean,cheap,6279,33,2954,5897,3,8738
2021-10-14,Google,Wholesale,Interests,hobby,1404,6,2287,1396,0,1766
2021-10-14,Google,Wholesale,Wide,cheap,2047,13,817,1248,0,2740
2021-10-15,Facebook,Brand,Spotlight,бренд,129,0,55,109,0,222
2021-10-15,Facebook,Crazy discounts,Improvement,,694,60,2407,1354,1,619
2021-10-15,Facebook,Electronics,Narrow,discounts,16684,224,23882,27725,0,24835
2021-10-15,Facebook,Lookalike,Broad new,you_might_like,1658,30,669,2511,1,1649
2021-10-15,Facebook,Lookalike,Broad,you_might_like,8631,324,34719,37116,10,14606
2021-10-15,Facebook,Lookalike,Trending new,тренд,6573,176,36831,23761,14,8932
2021-10-15,Facebook,Wholesale,Wide,cheap,1053,17,1998,980,0,1299
2021-10-15,Facebook,Wholesale,Interests,hobby,2721,11,5304,4643,0,3947
2021-10-15,Facebook,Wholesale,Clean,cheap,2027,16,3114,11646,0,1751
2021-10-15,Google,Electronics,Narrow,discounts,18973,162,16915,37395,1,28675
2021-10-15,Google,Wholesale,Interests,hobby,3002,5,576,4517,1,3630
2021-10-15,Google,Wholesale,Wide,cheap,1403,10,2075,483,0,1390
2021-10-15,Google,Wholesale,Clean,cheap,786,25,8537,9063,2,815
2021-10-16,Facebook,Brand,Spotlight,бренд,65,0,131,35,0,66
2021-10-16,Facebook,Crazy discounts,Improvement,,1253,40,3352,7580,1,1717
2021-10-16,Facebook,Electronics,Narrow,discounts,10673,315,67637,37759,7,18636
2021-10-16,Facebook,Lookalike,Trending new,тренд,8454,812,26122,15884,5,14126
2021-10-16,Facebook,Lookalike,Broad,you_might_like,9771,164,52968,24338,13,12816
2021-10-16,Facebook,Lookalike,Broad new,you_might_like,1524,6,538,2499,0,1582
2021-10-16,Facebook,Wholesale,Wide,cheap,301,15,923,357,0,495
2021-10-16,Facebook,Wholesale,Interests,hobby,1936,11,6651,6429,1,1868
2021-10-16,Google,Crazy discounts,Improvement,,557,31,4739,3827,1,612
2021-10-16,Google,Electronics,Narrow,discounts,6262,148,41201,57977,1,4921
2021-10-16,Google,Wholesale,Wide,cheap,216,9,509,521,0,281
2021-10-16,Google,Wholesale,Interests,hobby,1421,27,2018,2423,1,1014
2021-10-16,Google,Wholesale,Clean,cheap,2251,44,2392,4341,2,1835
2021-10-17,Facebook,Brand,Spotlight,бренд,13,0,42,42,0,19
2021-10-17,Facebook,Crazy discounts,Improvement,,1421,51,1571,3021,2,1308
2021-10-17,Facebook,Electronics,Narrow,discounts,22774,122,56081,61306,3,35231
2021-10-17,Facebook,Lookalike,Broad,you_might_like,5716,272,18160,47921,14,4586
2021-10-17,Facebook,Lookalike,Broad new,you_might_like,933,20,1926,1768,1,1285
2021-10-17,Facebook,Lookalike,Trending new,тренд,13234,327,30243,19469,10,20581
2021-10-17,Facebook,Wholesale,Interests,hobby,2024,13,4401,2661,0,1942
2021-10-17,Facebook,Wholesale,Wide,cheap,1992,10,5119,2767,0,3466
2021-10-17,Facebook,Wholesale,Clean,cheap,3519,32,6716,2816,1,2734
2021-10-17,Google,Crazy discounts,Improvement,,1375,48,4422,5068,1,2048
2021-10-17,Google,Electronics,Narrow,discounts,6221,224,29798,17378,6,9206
2021-10-17,Google,Wholesale,Clean,cheap,4582,18,2177,6282,1,6148
2021-10-17,Google,Wholesale,Interests,hobby,1018,7,3110,1767,0,1599
2021-10-17,Google,Wholesale,Wide,cheap,2442,15,4751,2312,1,3394
2021-10-18,Facebook,Crazy discounts,Improvement,,1220,59,3141,5130,1,1020
2021-10-18,Facebook,Electronics,Narrow,discounts,4867,79,3794,9132,1,3894
2021-10-18,Facebook,Lookalike,Trending new,тренд,16630,707,30167,14240,9,23504
2021-10-18,Facebook,Lookalike,Broad,you_might_like,4106,178,32401,65926,5,5353
2021-10-18,Facebook,Wholesale,Interests,hobby,3230,26,7796,4481,1,3776
2021-10-18,Facebook,Wholesale,Wide,cheap,2608,6,4591,1232,1,3320
2021-10-18,Facebook,Wholesale,Clean,cheap,1461,22,1966,4891,1,1506
2021-10-18,Google,Crazy discounts,Improvement,,1158,39,5541,1626,0,1766
2021-10-18,Google,Electronics,Narrow,discounts,2873,43,10140,2750,0,3415
2021-10-18,Google,Wholesale,Interests,hobby,1376,37,1120,6269,1,921
2021-10-18,Google,Wholesale,Clean,cheap,1622,28,2223,4131,1,1988
2021-10-18,Google,Wholesale,Wide,cheap,1672,28,4210,2144,0,1549
2021-10-19,Facebook,Crazy discounts,Improvement,,709,39,5830,5597,0,1171
2021-10-19,Facebook,Electronics,Narrow,discounts,0,0,0,0,0,0
2021-10-19,Facebook,Lookalike,Broad,you_might_like,9441,185,49790,48871,1,15943
2021-10-19,Facebook,Lookalike,Trending new,тренд,20926,506,62200,51259,5,24465
2021-10-19,Facebook,Lookalike,Broad new,you_might_like,1450,32,1898,1376,0,2241
2021-10-19,Facebook,Wholesale,Clean,cheap,1247,19,1905,2381,1,1441
2021-10-19,Facebook,Wholesale,Wide,cheap,1646,37,1223,494,1,1478
2021-10-19,Google,Electronics,Narrow,discounts,0,0,0,0,0,0
2021-10-19,Google,Wholesale,Interests,hobby,899,26,6333,2906,1,755
2021-10-19,Google,Wholesale,Clean,cheap,3681,60,5646,4159,0,4447
2021-10-19,Google,Wholesale,Wide,cheap,1292,6,2893,1148,0,901
2021-10-20,Facebook,Crazy discounts,Improvement,,1231,19,8550,5734,2,2047
2021-10-20,Facebook,Electronics,Narrow,discounts,0,0,0,0,0,0
2021-10-20,Facebook,Lookalike,Broad,you_might_like,17979,159,35853,19715,2,23660
2021-10-20,Facebook,Lookalike,Broad new,you_might_like,1487,52,4006,2096,1,2261
2021-10-20,Facebook,Lookalike,Trending new,тренд,19261,196,41090,43151,9,28238
2021-10-20,Facebook,Wholesale,Interests,hobby,3093,6,1903,3279,1,4524
2021-10-20,Facebook,Wholesale,Clean,cheap,2248,33,4517,2601,0,2896
2021-10-20,Facebook,Wholesale,Wide,cheap,563,11,1838,670,0,840
2021-10-20,Google,Crazy discounts,Improvement,,602,62,3762,3337,1,814
2021-10-20,Google,Wholesale,Clean,cheap,2216,17,3782,3226,1,1467
2021-10-20,Google,Wholesale,Interests,hobby,476,3,5880,1108,1,369
2021-10-20,Google,Wholesale,Wide,cheap,1009,5,2315,1485,0,906
2021-10-21,Facebook,Crazy discounts,Improvement,,394,67,4372,5253,0,579
2021-10-21,Facebook,Electronics,Narrow,discounts,0,0,0,0,0,0
2021-10-21,Facebook,Lookalike,Trending new,тренд,19503,866,54308,40060,4,18032
2021-10-21,Facebook,Lookalike,Broad new,you_might_like,1954,26,2378,1089,0,1497
2021-10-21,Facebook,Lookalike,Broad,you_might_like,15186,380,30582,25375,14,22212
2021-10-21,Facebook,Wholesale,Wide,cheap,2000,16,1576,2286,1,2299
2021-10-21,Facebook,Wholesale,Clean,cheap,2108,29,4780,5883,1,1604
2021-10-21,Facebook,Wholesale,Interests,hobby,2893,37,3659,3685,1,3855
2021-10-21,Google,Crazy discounts,Improvement,,236,34,1935,4196,1,380
2021-10-21,Google,Electronics,Narrow,discounts,0,0,0,0,0,0
2021-10-21,Google,Wholesale,Interests,hobby,747,19,2187,1509,1,578
2021-10-21,Google,Wholesale,Wide,cheap,374,13,921,657,1,546
2021-10-21,Google,Wholesale,Clean,cheap,2491,28,1168,3792,1,3905
2021-10-22,Facebook,Electronics,Narrow,discounts,0,0,0,0,0,0
2021-10-22,Facebook,Lookalike,Broad,you_might_like,17285,318,50870,47056,5,27178
2021-10-22,Facebook,Lookalike,Broad new,you_might_like,677,47,3693,5836,0,739
2021-10-22,Facebook,Lookalike,Trending new,тренд,12680,372,44789,19444,11,14837
2021-10-22,Facebook,Wholesale,Wide,cheap,1354,8,739,3097,1,1845
2021-10-22,Facebook,Wholesale,Interests,hobby,1845,38,2271,3800,1,2726
2021-10-22,Facebook,Wholesale,Clean,cheap,2738,42,3616,6938,0,4004
2021-10-22,Google,Electronics,Narrow,discounts,0,0,0,0,0,0
2021-10-22,Google,Wholesale,Wide,cheap,1222,10,1514,555,1,1573
2021-10-22,Google,Wholesale,Clean,cheap,1187,37,3779,682,0,1639
2021-10-22,Google,Wholesale,Interests,hobby,1685,22,4056,4579,0,2620
2021-10-23,Facebook,Lookalike,Broad new,you_might_like,2108,30,3442,2969,2,1937
2021-10-23,Facebook,Lookalike,Trending new,тренд,6818,564,24534,10792,9,10395
2021-10-23,Facebook,Lookalike,Broad,you_might_like,9976,427,69311,47468,3,9849
2021-10-23,Facebook,Wholesale,Clean,cheap,2420,26,4039,3369,0,2106
2021-10-23,Facebook,Wholesale,Interests,hobby,1840,57,7311,5404,0,1775
2021-10-23,Facebook,Wholesale,Wide,cheap,390,10,1706,2114,0,561
2021-10-23,Google,Crazy discounts,Improvement,,1228,42,5417,3066,1,1338
2021-10-23,Google,Wholesale,Wide,cheap,1249,14,2173,834,1,1479
2021-10-23,Google,Wholesale,Interests,hobby,1416,8,3418,5976,1,1351
2021-10-24,Facebook,Crazy discounts,Improvement,,1630,65,2115,3555,1,2225
2021-10-24,Facebook,Lookalike,Broad new,you_might_like,2067,94,5020,5158,2,1962
2021-10-24,Facebook,Lookalike,Trending new,тренд,10800,290,10230,46309,3,9323
2021-10-24,Facebook,Lookalike,Broad,you_might_like,16699,377,64130,52912,12,13711
2021-10-24,Facebook,Wholesale,Wide,cheap,313,4,3077,1588,1,290
2021-10-24,Facebook,Wholesale,Interests,hobby,1517,39,3991,6366,0,1411
2021-10-24,Facebook,Wholesale,Clean,cheap,2815,15,1684,3654,1,4852
2021-10-24,Google,Crazy discounts,Improvement,,1067,11,2084,4675,1,1599
2021-10-24,Google,Wholesale,Wide,cheap,1425,20,1039,2235,0,1062
2021-10-24,Google,Wholesale,Interests,hobby,394,27,3176,4531,1,256
2021-10-24,Google,Wholesale,Clean,cheap,590,21,930,3762,0,878
2021-10-25,Facebook,Crazy discounts,Improvement,,376,26,2713,1880,0,458
2021-10-25,Facebook,Lookalike,Trending new,тренд,10253,392,40813,53112,7,13871
2021-10-25,Facebook,Lookalike,Broad,you_might_like,12504,346,39229,32614,4,16384
2021-10-25,Facebook,Lookalike,Broad new,you_might_like,5537,40,9884,5981,3,4887
2021-10-25,Facebook,Wholesale,Clean,cheap,1009,9,5247,1742,1,1456
2021-10-25,Facebook,Wholesale,Wide,cheap,1703,14,3833,952,0,2526
2021-10-25,Facebook,Wholesale,Interests,hobby,1450,36,3658,6193,0,1290
2021-10-25,Google,Crazy discounts,Improvement,,313,11,1404,381,0,470
2021-10-25,Google,Wholesale,Interests,hobby,2077,9,6242,1167,0,1527
2021-10-25,Google,Wholesale,Wide,cheap,1260,17,1067,358,1,1496
2021-10-25,Google,Wholesale,Clean,cheap,1025,24,3969,4166,1,1302
2021-10-26,Facebook,Lookalike,Broad,you_might_like,8557,336,49818,7789,0,14085
2021-10-26,Facebook,Lookalike,Trending new,тренд,6066,294,44025,46327,9,4695
2021-10-26,Facebook,Lookalike,Broad new,you_might_like,6784,102,3663,6073,1,8746
2021-10-26,Facebook,Wholesale,Clean,cheap,1523,31,3658,4907,1,2323
2021-10-26,Facebook,Wholesale,Wide,cheap,808,20,723,3159,1,667
2021-10-26,Facebook,Wholesale,Interests,hobby,2016,34,2821,2421,0,2300
2021-10-26,Google,Wholesale,Wide,cheap,842,23,1004,3230,1,1267
2021-10-26,Google,Wholesale,Interests,hobby,1331,9,4327,3689,1,1997
2021-10-27,Facebook,Lookalike,Broad,you_might_like,4243,415,11401,23125,9,3323
2021-10-27,Facebook,Lookalike,Broad new,you_might_like,3990,88,1334,1658,2,6643
2021-10-27,Facebook,Lookalike,Trending new,тренд,5960,417,45571,48510,6,8658
2021-10-27,Facebook,Wholesale,Wide,cheap,309,19,724,2255,0,316
2021-10-27,Facebook,Wholesale,Interests,hobby,905,11,3933,1630,1,1088
2021-10-27,Facebook,Wholesale,Clean,cheap,3220,22,1593,5470,0,2679
2021-10-27,Google,Wholesale,Clean,cheap,401,12,2019,4412,1,295
2021-10-27,Google,Wholesale,Wide,cheap,598,3,1419,2444,1,691
2021-10-28,Facebook,Lookalike,Trending new,тренд,19969,166,41699,47717,6,26741
2021-10-28,Facebook,Lookalike,Broad new,you_might_like,1593,83,3624,4553,0,1604
2021-10-28,Facebook,Lookalike,Broad,you_might_like,15604,352,10934,48168,6,18274
2021-10-28,Facebook,Wholesale,Interests,hobby,1351,21,2491,1206,0,2224
2021-10-28,Facebook,Wholesale,Wide,cheap,794,8,3155,2103,1,716
2021-10-28,Facebook,Wholesale,Clean,cheap,1082,46,5412,5644,2,842
2021-10-28,Google,Wholesale,Wide,cheap,378,5,3010,2061,1,345
2021-10-29,Facebook,Lookalike,Broad new,you_might_like,2481,104,1723,1102,1,3361
2021-10-29,Facebook,Lookalike,Broad,you_might_like,11741,513,45212,21105,13,14570
2021-10-29,Facebook,Wholesale,Clean,cheap,3191,38,1745,5944,2,5530
2021-10-29,Facebook,Wholesale,Wide,cheap,858,18,1844,1092,1,1327
2021-10-29,Facebook,Wholesale,Interests,hobby,1292,6,5912,6566,0,1106
2021-10-29,Google,Wholesale,Clean,cheap,1990,13,3230,4725,2,1810
2021-10-29,Google,Wholesale,Interests,hobby,611,11,1557,2742,0,790
2021-10-30,Facebook,Lookalike,Broad,you_might_like,14397,430,18870,54901,10,22900
2021-10-30,Facebook,Lookalike,Broad new,you_might_like,800,42,4413,4686,1,1245
2021-10-30,Facebook,Lookalike,Trending new,тренд,7513,145,21752,10790,3,11773
2021-10-30,Facebook,Wholesale,Clean,cheap,2500,22,5662,5569,0,4347
2021-10-30,Facebook,Wholesale,Wide,cheap,231,6,489,2141,1,269
2021-10-30,Facebook,Wholesale,Interests,hobby,2276,16,1687,5374,1,2917
2021-10-30,Google,Wholesale,Clean,cheap,684,9,5670,5518,0,794
2021-10-30,Google,Wholesale,Wide,cheap,147,7,391,366,0,184
2021-10-31,Facebook,Lookalike,Broad,you_might_like,7564,737,11640,12397,4,12518
2021-10-31,Facebook,Lookalike,Trending new,тренд,13052,179,9701,48129,8,18957
2021-10-31,Facebook,Lookalike,Broad new,you_might_like,1910,21,3705,2532,0,3212
2021-10-31,Facebook,Wholesale,Wide,cheap,1958,13,2799,975,1,2922
2021-10-31,Facebook,Wholesale,Interests,hobby,2108,26,2301,3472,0,3476
2021-10-31,Google,Wholesale,Wide,cheap,1229,11,2457,3102,0,1308
2021-11-01,Facebook,Lookalike,Broad new,you_might_like,843,153,8476,5672,2,954
2021-11-01,Facebook,Lookalike,Broad,you_might_like,3904,812,69692,65198,17,5558
2021-11-01,Facebook,Wholesale,Clean,cheap,1814,42,3461,6036,1,1886
2021-11-01,Facebook,Wholesale,Wide,cheap,1501,19,1494,3048,0,1280
2021-11-01,Facebook,Wholesale,Interests,hobby,3589,23,7531,1599,2,6009
2021-11-01,Google,Wholesale,Wide,cheap,293,6,1184,2293,0,262
2021-11-01,Google,Wholesale,Interests,hobby,2702,36,811,5723,1,2371
2021-11-01,Google,Wholesale,Clean,cheap,963,6,3360,6014,1,647
2021-11-02,Facebook,Lookalike,Broad,you_might_like,11565,227,25292,44941,10,12675
2021-11-02,Facebook,Lookalike,Trending new,тренд,2862,450,35523,17073,5,4005
2021-11-02,Facebook,Wholesale,Wide,cheap,1788,18,5173,3812,0,1815
2021-11-02,Facebook,Wholesale,Clean,cheap,2907,13,2194,2036,1,2270
2021-11-02,Facebook,Wholesale,Interests,hobby,2057,36,2664,2116,0,1673
2021-11-02,Google,Wholesale,Wide,cheap,248,43,3161,2816,1,186
2021-11-03,Facebook,Lookalike,Broad new,you_might_like,1517,101,8592,7057,0,2101
2021-11-03,Facebook,Lookalike,Broad,you_might_like,13243,189,61095,45837,6,19968
2021-11-03,Facebook,Lookalike,Trending new,тренд,6105,496,49744,43409,10,4728
2021-11-03,Facebook,Wholesale,Interests,hobby,357,10,748,3218,0,360
2021-11-03,Facebook,Wholesale,Wide,cheap,1680,47,3293,900,1,1978
2021-11-03,Facebook,Wholesale,Clean,cheap,1516,24,6415,2189,0,2609
2021-11-03,Google,Wholesale,Interests,hobby,1324,11,1333,2046,0,949
2021-11-03,Google,Wholesale,Clean,cheap,1566,30,4034,5203,1,2295
2021-11-04,Facebook,Lookalike,Broad,you_might_like,14717,272,15935,39742,3,13712
2021-11-04,Facebook,Lookalike,Trending new,тренд,4587,536,43547,7971,10,4692
2021-11-04,Facebook,Lookalike,Broad new,you_might_like,3094,83,2368,4063,2,3805
2021-11-04,Facebook,Wholesale,Clean,cheap,2625,28,4719,6019,1,4186
2021-11-04,Facebook,Wholesale,Wide,cheap,886,39,4303,821,0,1372
2021-11-04,Facebook,Wholesale,Interests,hobby,603,11,3199,5221,1,511
2021-11-04,Google,Wholesale,Clean,cheap,2160,14,1982,2408,0,3128
2021-11-04,Google,Wholesale,Interests,hobby,1214,39,4451,4397,2,891
2021-11-05,Facebook,Lookalike,Broad,you_might_like,8226,452,42970,56667,5,12572
2021-11-05,Facebook,Lookalike,Trending new,тренд,12115,372,22455,43123,8,18627
2021-11-05,Facebook,Lookalike,Broad new,you_might_like,4865,106,8640,6092,2,5820
2021-11-05,Facebook,Wholesale,Wide,cheap,1616,49,2360,5339,1,2340
2021-11-05,Google,Wholesale,Clean,cheap,1168,29,3414,2390,1,818
2021-11-05,Google,Wholesale,Wide,cheap,1315,50,4314,2769,2,1228
2021-11-06,Facebook,Lookalike,Trending new,тренд,5754,556,18058,58540,5,9698
2021-11-06,Facebook,Lookalike,Broad new,you_might_like,3964,55,2463,4923,1,3009
2021-11-06,Facebook,Lookalike,Broad,you_might_like,3896,660,42532,28248,7,2931
2021-11-06,Facebook,Wholesale,Clean,cheap,798,51,1280,5314,1,1312
2021-11-06,Facebook,Wholesale,Wide,cheap,1245,37,5843,1817,0,1086
2021-11-06,Google,Wholesale,Interests,hobby,1047,9,2925,848,0,918
2021-11-06,Google,Wholesale,Clean,cheap,1060,21,1176,3858,1,1131
2021-11-07,Facebook,Lookalike,Broad,you_might_like,5754,442,58739,18666,15,4599
2021-11-07,Facebook,Lookalike,Trending new,тренд,16174,269,30639,35222,15,16730
2021-11-07,Facebook,Lookalike,Broad new,you_might_like,2062,52,5222,2495,0,1615
2021-11-07,Facebook,Wholesale,Interests,hobby,669,29,2141,1779,1,532
2021-11-07,Facebook,Wholesale,Wide,cheap,1387,36,2597,3779,1,2229
2021-11-07,Facebook,Wholesale,Clean,cheap,2319,47,4594,6123,1,2507
2021-11-07,Google,Wholesale,Interests,hobby,484,29,3996,2384,1,395
2021-11-07,Google,Wholesale,Clean,cheap,3388,46,4452,6350,2,5532
2021-11-07,Google,Wholesale,Wide,cheap,1492,34,901,1030,1,1026
2021-11-08,Facebook,Lookalike,Broad,you_might_like,9447,379,16557,39723,5,10760
2021-11-08,Facebook,Lookalike,Broad new,you_might_like,1182,77,2920,1944,1,2011
2021-11-08,Facebook,Lookalike,Trending new,тренд,3799,260,43313,44922,13,5951
2021-11-08,Facebook,Wholesale,Interests,hobby,1381,14,2819,2964,0,1085
2021-11-08,Facebook,Wholesale,Wide,cheap,1852,42,3818,4407,1,2302
2021-11-08,Facebook,Wholesale,Clean,cheap,1682,29,2633,4327,1,2400
2021-11-08,Google,Wholesale,Wide,cheap,1476,49,5296,2254,1,1835
2021-11-08,Google,Wholesale,Clean,cheap,903,25,3183,2171,0,699
2021-11-08,Google,Wholesale,Interests,hobby,917,9,2649,1111,0,875
2021-11-09,Facebook,Lookalike,Broad,you_might_like,13002,73,46156,30967,6,16519
2021-11-09,Facebook,Lookalike,Broad new,you_might_like,3601,36,5467,3600,0,5453
2021-11-09,Facebook,Wholesale,Wide,cheap,593,24,6151,4046,0,998
2021-11-09,Facebook,Wholesale,Interests,hobby,1707,9,2212,3429,0,1419
2021-11-09,Facebook,Wholesale,Clean,cheap,3510,10,1879,2208,1,3099
2021-11-09,Google,Wholesale,Clean,cheap,820,3,1709,1542,0,618
2021-11-09,Google,Wholesale,Interests,hobby,555,2,493,1374,1,761
2021-11-10,Facebook,Brand,Reach 2,recognition,717,6,15341,14359,0,940
2021-11-10,Facebook,Lookalike,Broad new,you_might_like,1449,95,5137,4548,1,1876
2021-11-10,Facebook,Lookalike,Trending new,тренд,4235,809,69462,30081,11,3642
2021-11-10,Facebook,Wholesale,Wide,cheap,1832,13,1768,3306,1,1804
2021-11-10,Facebook,Wholesale,Interests,hobby,1526,11,526,834,1,1854
2021-11-10,Facebook,Wholesale,Clean,cheap,3083,16,1412,5165,0,4227
2021-11-10,Google,Wholesale,Clean,cheap,777,13,3626,4470,0,734
2021-11-10,Google,Wholesale,Wide,cheap,1125,19,869,3203,1,1420
2021-11-10,Google,Wholesale,Interests,hobby,570,12,1828,908,0,682
2021-11-11,Facebook,Brand,Reach 2,recognition,354,1,14273,12313,0,285
2021-11-11,Facebook,Lookalike,Broad new,you_might_like,2139,70,7348,7430,2,2758
2021-11-11,Facebook,Lookalike,Trending new,тренд,3972,491,49379,50424,5,3496
2021-11-11,Facebook,Lookalike,Broad,you_might_like,2480,67,21895,14201,1,4034
2021-11-11,Facebook,Wholesale,Clean,cheap,2000,18,3274,3014,0,3023
2021-11-11,Facebook,Wholesale,Wide,cheap,1661,7,3281,1067,1,1785
2021-11-11,Facebook,Wholesale,Interests,hobby,791,7,2098,1304,0,1204
2021-11-11,Google,Wholesale,Wide,cheap,625,8,2075,2979,0,614
2021-11-11,Google,Wholesale,Clean,cheap,3762,19,3836,2138,1,4358
2021-11-12,Facebook,Brand,Reach 2,recognition,389,1,11783,3216,0,457
2021-11-12,Facebook,Lookalike,Broad,you_might_like,16217,389,15009,11381,10,20821
2021-11-12,Facebook,Lookalike,Broad new,you_might_like,2453,90,1848,4381,1,3443
2021-11-12,Facebook,Lookalike,Trending new,тренд,20828,502,52956,47289,5,24671
2021-11-12,Facebook,Wholesale,Clean,cheap,2838,12,1672,3907,1,4411
2021-11-12,Google,Wholesale,Clean,cheap,1832,25,1668,2769,1,1317
2021-11-12,Google,Wholesale,Wide,cheap,1536,12,1208,2340,0,1275
2021-11-13,Facebook,Brand,Reach 2,recognition,280,2,10708,9543,0,347
2021-11-13,Facebook,Lookalike,Broad,you_might_like,13325,422,44642,48963,4,17183
2021-11-13,Facebook,Lookalike,Trending new,тренд,15752,245,43139,10686,5,15932
2021-11-13,Facebook,Lookalike,Broad new,you_might_like,4211,136,4806,5374,2,4728
2021-11-13,Facebook,Trendy,Cringe,тренд,2120,77,9354,2992,0,4790
2021-11-13,Facebook,Wholesale,Clean,cheap,791,14,1985,4933,1,700
2021-11-13,Facebook,Wholesale,Interests,hobby,2189,13,1994,1249,1,3123
2021-11-13,Facebook,Wholesale,Wide,cheap,1856,16,1854,2623,0,2495
2021-11-13,Google,Wholesale,Clean,cheap,717,23,3433,4098,1,828
2021-11-13,Google,Wholesale,Interests,hobby,1170,16,2361,970,0,1372
2021-11-13,Google,Wholesale,Wide,cheap,1421,18,1263,2217,1,2126
2021-11-14,Facebook,Brand,Reach 2,recognition,513,3,7520,13881,0,434
2021-11-14,Facebook,Lookalike,Broad new,you_might_like,3232,194,2948,7316,1,4104
2021-11-14,Facebook,Lookalike,Broad,you_might_like,7217,800,81951,45011,11,12131
2021-11-14,Facebook,Lookalike,Trending new,тренд,20770,427,52515,25230,5,33144
2021-11-14,Facebook,Trendy,Cringe,тренд,628,146,6799,2927,1,1545
2021-11-14,Facebook,Trendy,Lifestyle,тренд,1401,38,3460,5519,1,2842
2021-11-14,Facebook,Wholesale,Clean,cheap,3085,22,5938,4811,0,4666
2021-11-14,Facebook,Wholesale,Interests,hobby,1434,17,3008,720,1,2499
2021-11-14,Google,Wholesale,Wide,cheap,411,17,3162,1187,1,364
2021-11-14,Google,Wholesale,Clean,cheap,1566,8,4183,5401,0,1778
2021-11-15,Facebook,Brand,Reach 2,recognition,134,5,14310,7963,0,130
2021-11-15,Facebook,Lookalike,Broad new,you_might_like,2964,187,5250,2771,1,3813
2021-11-15,Facebook,Lookalike,Broad,you_might_like,6938,138,61578,30710,8,5310
2021-11-15,Facebook,Lookalike,Trending new,тренд,28841,574,49912,76959,5,27455
2021-11-15,Facebook,Trendy,Lifestyle,тренд,1359,95,2912,6587,1,2164
